State_Name,PC_NAME,CANDIDATES_NAME,Education,SEX,AGE,CATEGORY,PARTY_NAME,PARTY_SYMBOL,Political_History,Politican_Behavior,Work_Done,GENERAL _VOTES,POSTAL_VOTES,TOTAL_VOTES,OVERTOTALELECTORSINCONSTITUENCYVOTE %,OVERTOTALVOTESPOLLEDINCONSTITUENCYVOTE %,TotalElectorsVOTE %
Haryana,Sonipat,SATNIDER RATHI,Degree in Environmental Science,MALE,52,GENERAL,DIN,Batsman,Incumbent,Committed and dedicated,Environmental protection,384,1,385,0.024174139,0.034036278,1592611
Haryana,Sonipat,MANISH,High School Diploma,MALE,29,GENERAL,AAPP,Battery torch,Former Member of Board of Trustees,Engaging and inspiring,Job creation initiatives,307,2,309,0.019402101,0.027317429,1592611
Haryana,Sonipat,RAMDIYA,Medical degree (MD or MBBS),MALE,76,GENERAL,SNP,Glass Tumbler,Former Member of City Council,Responsive and accessible,Other relevant work,1709,0,1709,0.107308062,0.151085713,1592611
Haryana,Sonipat,RAJESH SHARMA,Engineering degree (B.E. or B.Tech),MALE,39,GENERAL,PSPL,Key,Former Member of Legislative Council,Consistent and reliable,Infrastructure development,429,1,430,0.026999688,0.038014545,1592611
Haryana,Sonipat,JAI PRAKASH,Other relevant degrees or certifications,MALE,54,GENERAL,DIN,Balloon,Former Member of Congress,Other relevant behaviors,Housing initiatives,196,0,196,0.012306835,0.01732756,1592611
Haryana,Sonipat,RAVNIDER KUMAR,Law degree (Juris Doctor or LL.B.),MALE,37,GENERAL,DIN,School Bag,First-time candidate,Committed and dedicated,Transportation improvements,290,0,290,0.018209092,0.025637716,1592611
Haryana,Sonipat,MOHAN,Medical degree (MD or MBBS),MALE,51,GENERAL,AIFB,Lion,Former Member of Board of Supervisors,Respectful and courteous,Cultural and arts initiatives,391,1,392,0.024613669,0.03465512,1592611
Haryana,Rohtak,JAIKARAN MANDAUTHI,PhD in Economics,MALE,73,GENERAL,SUCIC,Glass Tumbler,Incumbent,Transparent and accountable,Cultural and arts initiatives,1023,7,1030,0.0592931,0.084082044,1737133
Haryana,Rohtak,Krishan,Engineering degree (B.E. or B.Tech),MALE,33,GENERAL,DIN,Football,Former Member of Board of Trustees,Responsive and accessible,Healthcare improvement,336,2,338,0.019457347,0.027591972,1737133
Haryana,Rohtak,Ashok Kumar,Degree in Environmental Science,MALE,34,GENERAL,DIN,Ganna Kisan,First-time candidate,Empathetic and compassionate,Social welfare initiatives,222,3,225,0.012952376,0.018367437,1737133
Haryana,Rohtak,KISHAN LAL PANCHAL,Associate Degree,MALE,51,GENERAL,BSP,Elephant,Former Member of Legislative Council,Other relevant behaviors,Public safety initiatives,38163,201,38364,2.208466479,3.131770441,1737133
Haryana,Rohtak,DEEPENDER SINGH HOODA,Associate Degree,MALE,41,GENERAL,NIC,Mango,Former Member of Parliament,Collaborative and cooperative,Other relevant work,563606,2736,566342,32.60210934,46.23222644,1737133
Haryana,Rohtak,ARVNID KUMAR SHARMA,High School Diploma,MALE,56,GENERAL,JBP,Rose,Former Mayor,Committed and dedicated,Agricultural and rural development,566242,7603,573845,33.03402791,46.84471924,1737133
Haryana,Rohtak,DHARAMVIR,High School Diploma,MALE,54,GENERAL,INLD,Spectacles,Former Mayor,Collaborative and cooperative,Housing initiatives,7122,36,7158,0.412058259,0.584329393,1737133
Haryana,Rohtak,MANJU DEVI,Associate Degree,FEMALE,34,GENERAL,PSPL,Key,Former Member of Parliament,Transparent and accountable,International relations and diplomacy,295,18,313,0.018018194,0.025551146,1737133
Haryana,Rohtak,IMRAN,PhD in Political Science,MALE,38,GENERAL,BHAPRAP,Ludo,Former Member of County Council,Transparent and accountable,Healthcare improvement,357,12,369,0.021241897,0.030122597,1737133
Haryana,Rohtak,PRADEEP KUMAR DESWAL,PhD in Political Science,MALE,32,GENERAL,JNJP,Chappals,First-time candidate,Fair and just,Public safety initiatives,21050,161,21211,1.221034889,1.731518685,1737133
Haryana,Rohtak,SUKHBIR,Degree in Education,MALE,41,GENERAL,DSPVAD,Harmonium,Former Member of Board of Commissioners,Consistent and reliable,Transportation improvements,416,6,422,0.024292901,0.034449148,1737133
Haryana,Rohtak,RAMBIR,Degree in History,MALE,27,GENERAL,DIN,Sewing Machine,Former Member of Board of Supervisors,Fair and just,Public safety initiatives,2444,3,2447,0.140864286,0.19975608,1737133
Haryana,Rohtak,NIDERJEET,Degree in History,MALE,32,GENERAL,DIN,Plastering Trowel,Former Governor,Fair and just,Housing initiatives,251,26,277,0.015945814,0.022612356,1737133
Haryana,Rohtak,VINAY,Law degree (Juris Doctor or LL.B.),MALE,37,GENERAL,DIN,Cauliflower,First-time candidate,Collaborative and cooperative,Legislative and policy initiatives,2737,2,2739,0.157673592,0.223592932,1737133
Haryana,Rohtak,RAM KISHAN SAIN,Degree in Conservation,MALE,55,GENERAL,DIN,Cup & Saucer,Former Member of City Council,Transparent and accountable,Agricultural and rural development,761,6,767,0.044153211,0.062612552,1737133
Haryana,Rohtak,PARVEEN KUMAR,Degree in Education,MALE,35,GENERAL,DIN,Tractor Chalata Kisan,Former Member of Parliament,Decisive and assertive,Agricultural and rural development,1099,2,1101,0.063380294,0.089877991,1737133
Haryana,Rohtak,SATYAVIR SINGH,Degree in Conservation,MALE,43,SC,DIN,Bat,Former Member of Legislative Assembly,Engaging and inspiring,Job creation initiatives,436,3,439,0.025271525,0.03583691,1737133
Haryana,Rohtak,RAJBIR,Master of Science,MALE,26,GENERAL,AAPP,Battery Torch,First-time candidate,Other relevant behaviors,Social welfare initiatives,175,8,183,0.010534599,0.014938849,1737133
Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/o Bhale Ram,PhD in Political Science,MALE,64,GENERAL,JBP,Rose,Former Member of Board of Aldermen,Open-Minded and Inclusive,Environmental protection,725725,10974,736699,44.53191257,63.18682638,1654317
Haryana,Bhiwani-Mahendragarh,Kundan Kumar,Master's degree in Public Administration,MALE,56,SC,RPI,Mike,Former Member of Board of Commissioners,Honest and trustworthy,Healthcare improvement,439,4,443,0.026778423,0.037996202,1654317
Haryana,Bhiwani-Mahendragarh,Suresh Chandrakant,MBA (Master of Business Administration),MALE,65,SC,DIN,Truck,Former Governor,Responsive and accessible,Housing initiatives,585,2,587,0.035482921,0.050347112,1654317
Haryana,Bhiwani-Mahendragarh,Comrade Om Parkash,PhD in Political Science,MALE,54,SC,SUCIC,Glass Tumbler,Former Member of County Council,Ethical and Principled,Technology and innovation initiatives,1079,14,1093,0.066069562,0.093746837,1654317
Haryana,Bhiwani-Mahendragarh,Mohd Irfan,Degree in Sociology,MALE,41,GENERAL,BHAPRAP,Ludo,Former Member of City Council,Fair and just,Other relevant work,1566,35,1601,0.096777099,0.137318103,1654317
Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/0 Fateh Singh,High School Diploma,MALE,49,GENERAL,DIN,Basket containing Fruits,Former Member of School Board,Innovative and forward-thinking,Agricultural and rural development,1250,10,1260,0.076164363,0.108070462,1654317
Haryana,Bhiwani-Mahendragarh,Jagat Singh,PhD in Political Science,MALE,53,GENERAL,DIN,Helicopter,Former Member of Legislative Council,Transparent and accountable,Community development,728,4,732,0.044247868,0.062783792,1654317
Haryana,Bhiwani-Mahendragarh,Satbir,Degree in History,MALE,44,SC,AAPP,Battery torch,Former Member of Board of Trustees,Ethical and Principled,Healthcare improvement,425,8,433,0.026173944,0.0371385,1654317
Haryana,Bhiwani-Mahendragarh,Ramesh Rao Pilot,Degree in Education,MALE,46,GENERAL,LTSP,Auto- Rickshaw,First-time candidate,Adaptable and flexible,Social welfare initiatives,20170,64,20234,1.223102948,1.735474386,1654317
Haryana,Bhiwani-Mahendragarh,Swati Yadav,Associate Degree,FEMALE,30,GENERAL,JNJP,Chappals,Former Member of Board of Supervisors,Committed and dedicated,Job creation initiatives,84236,720,84956,5.135412379,7.286693781,1654317
Haryana,Bhiwani-Mahendragarh,Ram Kishan,Degree in Education,MALE,58,GENERAL,DIN,Cup & Saucer,First-time candidate,Honest and trustworthy,Agricultural and rural development,621,4,625,0.037779942,0.05360638,1654317
Haryana,Bhiwani-Mahendragarh,Vinod Kumar,Associate Degree,MALE,61,GENERAL,DIN,BUCKET,Former Member of Board of Commissioners,Transparent and accountable,Public safety initiatives,2652,1,2653,0.160368297,0.227548362,1654317
Haryana,Bhiwani-Mahendragarh,Satya Pal,High School Diploma,MALE,75,GENERAL,DIN,Television,Former Mayor,Adaptable and flexible,Cultural and arts initiatives,501,4,505,0.030526193,0.043313955,1654317
Haryana,Bhiwani-Mahendragarh,Sudhir Kumar,Degree in Education,MALE,32,GENERAL,DIN,Brush,Former Member of Parliament,Responsive and accessible,Community development,879,4,883,0.053375502,0.075735094,1654317
Haryana,Bhiwani-Mahendragarh,Salesh Kumar,Degree in Economics,MALE,45,SC,PSPL,Key,Former Mayor,Respectful and courteous,Cultural and arts initiatives,466,14,480,0.029014995,0.0411697,1654317
Haryana,Bhiwani-Mahendragarh,Shruti Choudhry,Law degree (Juris Doctor or LL.B.),FEMALE,43,GENERAL,NIC,Mango,Former Member of County Council,Engaging and inspiring,Job creation initiatives,290463,1773,292236,17.66505452,25.06514247,1654317
Haryana,Bhiwani-Mahendragarh,Balwan Singh,Master of Science,MALE,37,GENERAL,INLD,Spectacles,First-time candidate,Consistent and reliable,Social welfare initiatives,7964,101,8065,0.487512369,0.691736727,1654317
Haryana,Bhiwani-Mahendragarh,Happy Singh,PhD in Economics,MALE,28,GENERAL,DIN,Tractor Chalata Kisan,Former Member of Congress,Consistent and reliable,Technology and innovation initiatives,306,8,314,0.018980643,0.026931845,1654317
Haryana,Bhiwani-Mahendragarh,Lalit,PhD in Economics,MALE,44,GENERAL,DIN,Gas CylDINer,Former Member of Congress,Ethical and Principled,International relations and diplomacy,2933,5,2938,0.17759595,0.251992871,1654317
Haryana,Bhiwani-Mahendragarh,Bhai Surender Dhanak,MBA (Master of Business Administration),MALE,29,SC,BHTJP,Almirah,Former Governor,Adaptable and flexible,Other relevant work,791,149,940,0.056821032,0.080623995,1654317
Haryana,Bhiwani-Mahendragarh,Rajnish Kumar,Degree in Sociology,MALE,36,SC,DIN,Road Roller,Other relevant political positions,Honest and trustworthy,Housing initiatives,1395,2,1397,0.084445726,0.11982098,1654317
Haryana,Gurgaon,FOJI JAI KAWAR TYAGI (DIKSHIT),MBA (Master of Business Administration),MALE,64,GENERAL,DKSP,CHESS BOARD,Former Member of Board of Supervisors,Collaborative and cooperative,Housing initiatives,337,9,346,0.016087576,0.023893361,2150728
Haryana,Gurgaon,CAPT. AJAY SINGH,Law degree (Juris Doctor or LL.B.),MALE,60,GENERAL,NIC,Mango,Former Senator,Innovative and forward-thinking,Cultural and arts initiatives,494733,557,495290,23.02894648,34.20272481,2150728
Haryana,Gurgaon,HANS KUMAR,Law degree (Juris Doctor or LL.B.),MALE,38,GENERAL,RRP,Gas CylDINer,Former Member of Legislative Assembly,Other relevant behaviors,Environmental protection,1868,0,1868,0.086854312,0.128996527,2150728
Haryana,Gurgaon,RAO NIDERJIT SINGH,Degree in History,MALE,69,GENERAL,JBP,Rose,Former Member of Board of Supervisors,Adaptable and flexible,Social welfare initiatives,877241,4305,881546,40.98826072,60.87600243,2150728
Haryana,Gurgaon,ADVOCATE PARVEEN YADAV WAZIRABAD,Master's degree in Public Administration,MALE,40,GENERAL,ABJS,Helicopter,Former Member of School Board,Empathetic and compassionate,International relations and diplomacy,1023,4,1027,0.047751273,0.070920468,2150728
Haryana,Gurgaon,KUSHESHWAR BHAGAT,PhD in Political Science,MALE,48,GENERAL,DIN,Plate Containing Food,Former Mayor,Empathetic and compassionate,Other relevant work,434,0,434,0.020179214,0.029970285,2150728
Haryana,Gurgaon,VIRENDER,PhD in Economics,MALE,58,GENERAL,DIN,Football,Former Member of Board of Aldermen,Ethical and Principled,Education reform,258,1,259,0.012042434,0.017885493,2150728
Haryana,Gurgaon,COMRADE SARWAN KUMAR,Engineering degree (B.E. or B.Tech),MALE,51,GENERAL,SUCIC,Glass Tumbler,Former Member of Board of Commissioners,Respectful and courteous,Infrastructure development,2764,2,2766,0.128607616,0.191008776,2150728
Haryana,Gurgaon,CHAUDHARY RAIS AHMAD,Other relevant degrees or certifications,MALE,58,GENERAL,BSP,Elephant,Incumbent,Respectful and courteous,International relations and diplomacy,26706,50,26756,1.244043877,1.847661178,2150728
Haryana,Gurgaon,COLONEL DHARAM PAL SINGH RAGHAVA,Master of Science,MALE,61,GENERAL,RaNP,Walking Stick,Former Member of Parliament,Decisive and assertive,Infrastructure development,650,8,658,0.030594292,0.04543882,2150728
Haryana,Gurgaon,JAWAHAR SINGH PAHAL,Master of Science,MALE,47,GENERAL,BSCP,FLUTE,Former Member of County Council,Decisive and assertive,Community development,305,4,309,0.014367228,0.021338291,2150728
Haryana,Gurgaon,RAMESH KUMAR,Degree in History,MALE,48,GENERAL,RASAP,Cup & Saucer,Former Member of Board of Aldermen,Collaborative and cooperative,Community development,527,0,527,0.024503331,0.036392489,2150728
Haryana,Gurgaon,CHOWKIDAR ANJAN DEVESHWAR,Degree in History,MALE,41,GENERAL,DIN,Mike,Former Member of Board of Aldermen,Transparent and accountable,Infrastructure development,1780,3,1783,0.082902162,0.123126771,2150728
Haryana,Gurgaon,MAHABIR MEHRA CHHILARKI,High School Diploma,MALE,41,SC,PPID,Basket containing Fruits,Incumbent,Consistent and reliable,Transportation improvements,1056,5,1061,0.049332133,0.07326837,2150728
Haryana,Gurgaon,SUDESH KUMAR,Degree in Sociology,MALE,32,SC,DIN,DIAMOND,Former Governor,Honest and trustworthy,Agricultural and rural development,1639,6,1645,0.076485729,0.113597049,2150728
Haryana,Gurgaon,VINOD KUMAR,PhD in Political Science,MALE,48,SC,AAPP,Battery Torch,Former Member of Legislative Assembly,Adaptable and flexible,Economic development,1201,2,1203,0.055934549,0.083074316,2150728
Haryana,Gurgaon,DR. ABDUL LATIF (MIYA JI),Degree in Education,MALE,63,GENERAL,VoP,Key,Former Member of City Council,Collaborative and cooperative,Legislative and policy initiatives,450,4,454,0.021109131,0.031351404,2150728
Haryana,Gurgaon,AZAD SINGH NANGALIA,Degree in Education,MALE,60,SC,DIN,Apple,Other relevant political positions,Ethical and Principled,International relations and diplomacy,423,0,423,0.019667759,0.02921067,2150728
Haryana,Gurgaon,RAO NIDERJEET,Degree in History,MALE,37,GENERAL,DIN,Cauliflower,Incumbent,Decisive and assertive,Community development,1327,15,1342,0.062397477,0.092673094,2150728
Haryana,Gurgaon,VIRENDAR RANA,Bachelor of Arts,MALE,46,GENERAL,INLD,Spectacles,Former Mayor,Respectful and courteous,Education reform,9894,17,9911,0.460820708,0.684413587,2150728
Haryana,Gurgaon,DR. MEHMOOD KHAN,Master of Science,MALE,63,GENERAL,JNJP,Chappals,Former Senator,Decisive and assertive,Job creation initiatives,8963,30,8993,0.418137486,0.621020219,2150728
Haryana,Gurgaon,RAMESH Chandrakant,Degree in Conservation,MALE,67,SC,BMUP,Cot,Former Member of School Board,Committed and dedicated,Public safety initiatives,937,3,940,0.043706131,0.064912599,2150728
Haryana,Gurgaon,PAWAN KUMAR,PhD in Economics,MALE,30,GENERAL,SHS,Bow & Arrow,Former Member of Board of Commissioners,Empathetic and compassionate,Community development,1277,4,1281,0.059561228,0.088460681,2150728
Haryana,Gurgaon,PAWAN NEHRA,PhD in Political Science,MALE,34,GENERAL,DIN,BUCKET,Former Member of Board of Aldermen,Respectful and courteous,Community development,295,3,298,0.013855773,0.020578675,2150728
Haryana,Faridabad,DEEPAK GAUR,MBA (Master of Business Administration),MALE,40,GENERAL,AVIRP,Bat,Former Member of Legislative Assembly,Adaptable and flexible,Infrastructure development,467,4,471,0.022733679,0.035463476,2071816
Haryana,Faridabad,SANJAY MAURYA,PhD in Economics,MALE,45,GENERAL,DIN,Auto- Rickshaw,Former Member of Parliament,Innovative and forward-thinking,Legislative and policy initiatives,801,1,802,0.038710001,0.060385791,2071816
Haryana,Faridabad,Adv. HARI SHANKAR RAJVANS,Degree in Environmental Science,MALE,42,SC,ABD,Neck Tie,Former Member of County Council,Honest and trustworthy,Technology and innovation initiatives,715,1,716,0.034559054,0.053910507,2071816
Haryana,Faridabad,RAMKISHAN GOLA,Degree in Sociology,MALE,44,GENERAL,AIFB,Lion,Former Member of City Council,Other relevant behaviors,Social welfare initiatives,1131,0,1131,0.05458979,0.085157519,2071816
Haryana,Faridabad,MUKESH KUMAR SINGH,Law degree (Juris Doctor or LL.B.),MALE,43,GENERAL,LPSP,Gas CylDINer,Former Member of Legislative Assembly,Responsive and accessible,Agricultural and rural development,478,0,478,0.023071547,0.035990534,2071816
Haryana,Faridabad,KRISHAN PAL,PhD in Economics,MALE,62,GENERAL,JBP,Rose,Former Member of Board of Commissioners,Decisive and assertive,Technology and innovation initiatives,910787,2435,913222,44.07833514,68.76014116,2071816
Haryana,Faridabad,MANOJ CHOUDHARY,Medical degree (MD or MBBS),MALE,48,GENERAL,DIN,Key,Former Member of School Board,Engaging and inspiring,Other relevant work,438,1,439,0.02118914,0.033054068,2071816
Haryana,Faridabad,MANDHIR MAAN,Degree in Environmental Science,MALE,43,GENERAL,BSP,Elephant,Former Member of Board of Trustees,Collaborative and cooperative,Other relevant work,86694,58,86752,4.187244427,6.531905458,2071816
Haryana,Faridabad,VIJENDERA KASANA,Law degree (Juris Doctor or LL.B.),MALE,53,GENERAL,BKNP,Cot,First-time candidate,Transparent and accountable,Transportation improvements,2687,1,2688,0.129741251,0.202390283,2071816
Haryana,Faridabad,MAHESH PRATAP SHARMA,Degree in History,MALE,63,GENERAL,RVP,Ganna Kisan,Former Mayor,Committed and dedicated,International relations and diplomacy,475,2,477,0.02302328,0.03591524,2071816
Haryana,Faridabad,CHAUDHARY DAYAChandrakant,Master's degree in Public Administration,MALE,68,GENERAL,BSCP,FLUTE,Incumbent,Transparent and accountable,Healthcare improvement,336,3,339,0.016362457,0.025524667,2071816
Haryana,Faridabad,MAHENDER SINGH CHAUHAN,PhD in Economics,MALE,66,GENERAL,INLD,Spectacles,Former Member of Legislative Assembly,Respectful and courteous,Infrastructure development,12035,35,12070,0.582580692,0.908798631,2071816
Haryana,Faridabad,BAUDHACHARYA KHAJAN SINGH GAUTAM,MBA (Master of Business Administration),MALE,46,SC,RPIE,Chimney,Former Member of City Council,Respectful and courteous,Healthcare improvement,462,1,463,0.022347544,0.034861124,2071816
Haryana,Faridabad,C A SHUKLA,Degree in Conservation,MALE,57,GENERAL,DIN,CHAPATI ROLLER,Former Member of Congress,Adaptable and flexible,Other relevant work,389,0,389,0.018775799,0.029289368,2071816
Haryana,Faridabad,AVTAR SINGH BHADANA,Bachelor of Arts,MALE,62,GENERAL,NIC,Mango,Former Member of Congress,Consistent and reliable,Economic development,274755,228,274983,13.27255895,20.70457117,2071816
Haryana,Faridabad,RAKESH KUMAR,Engineering degree (B.E. or B.Tech),MALE,36,GENERAL,AAPP,Battery torch,Other relevant political positions,Adaptable and flexible,Healthcare improvement,450,1,451,0.021768342,0.033957596,2071816
Haryana,Faridabad,LEKHRAM DABANG,Master's degree in Public Administration,MALE,50,SC,BMUP,DIAMOND,Former Mayor,Respectful and courteous,Healthcare improvement,4773,0,4773,0.230377601,0.359378282,2071816
Haryana,Faridabad,SHYAMVIR,Degree in History,MALE,39,GENERAL,RasLP,COCONUT FARM,Former Mayor,Respectful and courteous,Education reform,3960,1,3961,0.191184931,0.298239551,2071816
Haryana,Faridabad,Dr K P SINGH,Law degree (Juris Doctor or LL.B.),MALE,60,SC,DIN,Binoculars,Former Member of Board of Commissioners,Engaging and inspiring,International relations and diplomacy,661,2,663,0.032000911,0.049919925,2071816
Haryana,Faridabad,TIKARAM HOODA,Law degree (Juris Doctor or LL.B.),MALE,43,GENERAL,DIN,Almirah,Former Member of Board of Aldermen,Ethical and Principled,Transportation improvements,249,0,249,0.012018442,0.018748207,2071816
Haryana,Faridabad,HARI Chandrakant,PhD in Political Science,MALE,62,SC,PPID,Basket containing Fruits,Incumbent,Decisive and assertive,Agricultural and rural development,1369,1,1370,0.066125563,0.103152786,2071816
Haryana,Faridabad,PANDIT NAVIN JAIHNID,MBA (Master of Business Administration),MALE,37,GENERAL,AAAP,Broom,Former Member of Congress,Responsive and accessible,Social welfare initiatives,11076,36,11112,0.536341065,0.836666975,2071816
Haryana,Faridabad,PRADEEP KUMAR,Bachelor of Arts,MALE,28,GENERAL,ToP,Stumps,Former Member of Legislative Assembly,Decisive and assertive,Community development,330,0,330,0.015928055,0.024847021,2071816
Haryana,Faridabad,SAHIRAM RAWAT,Degree in Sociology,MALE,50,GENERAL,VoP,Hat,Former Member of Legislative Assembly,Innovative and forward-thinking,Agricultural and rural development,2024,0,2024,0.097692073,0.152395065,2071816
Haryana,Faridabad,BOBBY KATARIA,Degree in Sociology,MALE,34,GENERAL,DIN,CALCULATOR,Former Member of Board of Commissioners,Collaborative and cooperative,Education reform,392,1,393,0.018968866,0.029590544,2071816
Haryana,Faridabad,AMIT SINGH PATEL,Degree in Economics,MALE,33,GENERAL,DIN,Chakki,Former Member of County Council,Responsive and accessible,Education reform,370,1,371,0.017906996,0.027934076,2071816
Haryana,Faridabad,RUBY,Degree in Sociology,FEMALE,36,GENERAL,HCP,Tractor Chalata Kisan,First-time candidate,Committed and dedicated,Technology and innovation initiatives,1190,2,1192,0.057534067,0.089750453,2071816
Himachal Pradesh,Kangra,Dr. Kehar Singh,Associate Degree,MALE,49,SC,BSP,Elephant,Incumbent,Fair and just,Transportation improvements,8719,147,8866,0.621156306,0.878207846,1427338
Himachal Pradesh,Kangra,Prem Chandrakant Vishvakarma,Other relevant degrees or certifications,MALE,67,GENERAL,NED,Bat,Former Member of School Board,Respectful and courteous,Infrastructure development,2355,16,2371,0.166113422,0.234855719,1427338
Himachal Pradesh,Kangra,Dr. Swaroop Singh Rana,Degree in Education,MALE,58,GENERAL,SWAP,Telephone,Former Member of School Board,Other relevant behaviors,Cultural and arts initiatives,945,14,959,0.06718801,0.094992254,1427338
Himachal Pradesh,Kangra,Subhash Chandrakant,Medical degree (MD or MBBS),MALE,70,GENERAL,HIMJKP,Apple,Former Member of Board of Trustees,Collaborative and cooperative,Environmental protection,950,20,970,0.067958676,0.096081842,1427338
Himachal Pradesh,Kangra,Dr. Sanjiv Guleria,Degree in Education,MALE,58,GENERAL,DIN,Football,First-time candidate,Committed and dedicated,International relations and diplomacy,4425,148,4573,0.320386622,0.452971405,1427338
Himachal Pradesh,Kangra,Chandrakanter Bhan (Baabla),Other relevant degrees or certifications,MALE,54,SC,DIN,Brush,Former Mayor,Adaptable and flexible,International relations and diplomacy,555,9,564,0.039514116,0.055866143,1427338
Himachal Pradesh,Kangra,Bachan Singh Rana,High School Diploma,MALE,52,GENERAL,DIN,Sewing Machine,Former Member of City Council,Engaging and inspiring,Other relevant work,2233,7,2240,0.156935498,0.221879717,1427338
Himachal Pradesh,Kangra,Nisha Katoch,PhD in Political Science,FEMALE,36,GENERAL,DIN,Battery torch,Former Member of Legislative Council,Respectful and courteous,Infrastructure development,1297,101,1398,0.097944565,0.138476716,1427338
Himachal Pradesh,Kangra,Kishan Kapoor,Degree in Environmental Science,MALE,67,ST,JBP,Rose,Former Member of Congress,Empathetic and compassionate,International relations and diplomacy,712133,13085,725218,50.8091286,71.83534148,1427338
Himachal Pradesh,Kangra,Col. NarNIDer Pathania,Degree in Education,MALE,67,GENERAL,DIN,Ganna Kisan,Former Senator,Fair and just,Legislative and policy initiatives,861,47,908,0.063614925,0.089940528,1427338
Himachal Pradesh,Kangra,Pawan Kajal,PhD in Political Science,MALE,45,GENERAL,NIC,Mango,Former Member of Legislative Assembly,Committed and dedicated,Job creation initiatives,245474,2121,247595,17.34662708,24.52513778,1427338
Himachal Pradesh,Mandi,SHIV LAL THAKUR,Associate Degree,MALE,64,GENERAL,BSCP,FLUTE,Former Member of Legislative Assembly,Ethical and Principled,Public safety initiatives,714,37,751,0.058604937,0.079626951,1281462
Himachal Pradesh,Mandi,GUMAN SINGH,Degree in Economics,MALE,59,ST,DIN,Helicopter,Former Member of City Council,Ethical and Principled,Community development,2312,32,2344,0.182916076,0.248529393,1281462
Himachal Pradesh,Mandi,DEV RAJ BHARDWAJ,Master's degree in Public Administration,MALE,66,GENERAL,DIN,Stethoscope,Incumbent,Open-Minded and Inclusive,International relations and diplomacy,3653,0,3653,0.285065027,0.387319912,1281462
Himachal Pradesh,Mandi,DALEEP SINGH KAITH,Degree in Sociology,MALE,48,GENERAL,CPM,"Hammer, Sickle and Star",Former Member of Board of Commissioners,Open-Minded and Inclusive,Housing initiatives,14742,96,14838,1.157896215,1.573241951,1281462
Himachal Pradesh,Mandi,RAM SWAROOP SHARMA,Engineering degree (B.E. or B.Tech),MALE,60,GENERAL,JBP,Rose,Other relevant political positions,Honest and trustworthy,Environmental protection,638441,8748,647189,50.50395564,68.62008932,1281462
Himachal Pradesh,Mandi,DHARMENDER SINGH THAKUR,Degree in Economics,MALE,49,GENERAL,DIN,Apple,Former Member of Legislative Assembly,Innovative and forward-thinking,Public safety initiatives,1856,4,1860,0.145146715,0.19721189,1281462
Himachal Pradesh,Mandi,SES RAM,Other relevant degrees or certifications,MALE,48,SC,BSP,Elephant,Former Senator,Adaptable and flexible,International relations and diplomacy,9003,57,9060,0.707004968,0.960612756,1281462
Himachal Pradesh,Mandi,AASHRAY SHARMA,Law degree (Juris Doctor or LL.B.),MALE,32,GENERAL,NIC,Mango,Former Governor,Fair and just,Legislative and policy initiatives,240184,1546,241730,18.86361047,25.6301238,1281462
Himachal Pradesh,Mandi,BRIJ GOPAL,Master's degree in Public Administration,MALE,59,GENERAL,DIN,Sewing Machine,Former Member of Legislative Council,Collaborative and cooperative,Education reform,4085,2,4087,0.318932594,0.433336019,1281462
Himachal Pradesh,Mandi,COL. THAKUR SINGH,PhD in Economics,MALE,66,GENERAL,DIN,Camera,Former Member of Board of Trustees,Innovative and forward-thinking,Agricultural and rural development,1584,12,1596,0.124545246,0.169220525,1281462
Himachal Pradesh,Mandi,ChandrakantERMANI,Degree in History,MALE,61,GENERAL,AIFB,Lion,Former Member of Board of Trustees,Transparent and accountable,Healthcare improvement,496,9,505,0.039408114,0.053544089,1281462
Himachal Pradesh,Mandi,RAJENDER SURYAVANSHI,PhD in Political Science,MALE,42,SC,PoAI,Coat,Former Member of Board of Supervisors,Fair and just,Infrastructure development,1864,8,1872,0.146083146,0.198484225,1281462
Himachal Pradesh,Mandi,KARTAR Chandrakant,Degree in Conservation,MALE,44,GENERAL,SWAP,Telephone,Former Member of Board of Commissioners,Other relevant behaviors,Economic development,874,6,880,0.068671564,0.09330455,1281462
Himachal Pradesh,Mandi,MEHAR SINGH,Master of Science,MALE,53,SC,RADM,Cot,Former Member of Board of Supervisors,Honest and trustworthy,Cultural and arts initiatives,580,3,583,0.045494911,0.061814265,1281462
Himachal Pradesh,Mandi,KHEM Chandrakant,Bachelor of Arts,MALE,43,SC,PPID,Black Board,Former Member of Board of Commissioners,Innovative and forward-thinking,Healthcare improvement,508,3,511,0.039876329,0.054180256,1281462
Himachal Pradesh,Mandi,SUBHASH MOHAN SNEHI,Master of Science,MALE,41,GENERAL,DIN,Bat,Former Member of County Council,Committed and dedicated,Other relevant work,3835,4,3839,0.299579699,0.407041101,1281462
Himachal Pradesh,Mandi,GHANSHYAM Chandrakant THAKUR,Degree in Economics,MALE,63,GENERAL,DIN,Ganna Kisan,Former Member of Board of Trustees,Responsive and accessible,Environmental protection,773,2,775,0.060477798,0.082171621,1281462
Himachal Pradesh,Hamirpur,RAM LAL THAKUR,Associate Degree,MALE,68,GENERAL,NIC,Mango,Former Mayor,Empathetic and compassionate,Agricultural and rural development,281000,2120,283120,20.78297311,28.53781977,1362269
